"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
39.8568532609081,1.74453122709744,0.434450290373569,4.01549099114969,5.93221649505121e-05,0.00148389890142824
28.1798757462864,1.81546365840082,0.457788017344712,3.96572996587149,7.31716655129394e-05,0.00175003155838738
71.0888394311373,-1.16666160994325,0.295280738717272,-3.95102509906788,7.78171619953845e-05,0.00185552264552795
3044.32392705373,1.45149305228928,0.369362319740043,3.92972692317625,8.50423867393933e-05,0.00199767472802833
24.0702782471065,1.84377758197279,0.473277560246013,3.89576379031023,9.78897556568726e-05,0.00223632824736922
41.3915393747899,-1.75732956527366,0.451534352874081,-3.89190668237756,9.94595018465111e-05,0.0022623816758151
800.323239636341,1.23837775003679,0.318849075350338,3.88389945517675,0.000102794429659776,0.00232485999784177
67.6674877251703,1.11023218629117,0.286047932008685,3.88128024032511,0.000103908021390046,0.00234425241388644
81.6088575644072,1.03358806495991,0.266780860375463,3.8742961676683,0.000106933302449786,0.00240470637045328
89.5745001559466,1.14190572105878,0.296753828017426,3.8479898597693,0.000119090981454813,0.00263315989625055
28.0268758748866,-2.09151584896427,0.549892229092676,-3.80350137410612,0.00014266520185549,0.00306477191409542
63.646347825372,-1.14414876617463,0.30228871875589,-3.7849535731387,0.000153737276204184,0.00324490333713211
122.470089878697,1.01927672889171,0.270968792678455,3.76160191295988,0.000168828604410099,0.00350263964188878
2754.56011529052,1.01034934337352,0.272234358114288,3.71132193001649,0.000206179685502905,0.00418420365611736
27.1390226707344,1.6560057703927,0.450620168662257,3.6749481837638,0.000237897691408436,0.00469020095385049
104.067420455008,1.08239541170421,0.298332757464078,3.62814804818925,0.000285461560128034,0.00551020977297203
22.4276022312267,1.77473282215496,0.490613481197623,3.61737475664694,0.000297606256176251,0.00566850277577151
41.0705471097772,1.45630238965724,0.405274017754865,3.59337713709074,0.000326419599647027,0.00611417944409936
101.397845519665,1.17800663460068,0.334023477241087,3.52671807482092,0.00042074451488553,0.00760177146951468
43.9457674778163,1.19708582777072,0.341947251064354,3.5007909086698,0.000463879642466052,0.00820089520441226
47.73673613443,1.2026685130711,0.348392170887948,3.45205378756317,0.00055633681189607,0.00950824719920538
64.9746894435287,-1.13079617237959,0.328320824184361,-3.44418047557234,0.000572793220583656,0.00971849416641912
25.0193640262415,1.98163959155955,0.575323071313197,3.44439444612638,0.000572340061021332,0.00971849416641912
52.9891104595121,1.1274619101433,0.327616602490181,3.44140651472966,0.00057869840149875,0.00977419127061297
24.0240937267057,1.57933256051746,0.46070855707418,3.42805128376021,0.000607930606223305,0.0101917019658369
47.0593985800769,-1.13117602969501,0.330903085085857,-3.41845114378884,0.000629786231300777,0.010456414643142
58.1006484955578,1.25857730273242,0.370729697890589,3.39486507256793,0.000686624300469173,0.0111905603774404
1154.55736161949,1.04944227637767,0.309221530886283,3.39382019541065,0.000689249305394009,0.0112206342180965
54.8107586764897,-1.12038563939493,0.330149939003428,-3.3935660953834,0.000689889079637534,0.0112206342180965
67.9223324581984,-1.02626202299338,0.302525754472975,-3.39231291161049,0.000693052433167382,0.0112489383120566
1269.27689638302,1.19182866921971,0.355160708488863,3.35574471143133,0.000791515960994459,0.0126012848211092
40.978681260008,1.18194861227243,0.354114612065862,3.33775724581679,0.000844575016212668,0.0132327913095204
